,Nobs,Nobs_CORAVEL,Nobs_apf,Nobs_j,Nobs_k,Nobs_lick,Nobs_mcdonald,baseline,baseline_CORAVEL,baseline_apf,baseline_j,baseline_k,baseline_lick,baseline_mcdonald,med_err_CORAVEL,med_err_apf,med_err_j,med_err_k,med_err_lick,med_err_mcdonald,name
0,32,,,32.0,,,,1802.9424700001255,,,1802.9424700001255,,,,,,1.338263637631612,,,,144872
1,307,,130.0,131.0,46.0,,,8102.742376000155,,1923.0168269998394,5410.034262000117,2649.6953469999135,,,,0.9342148677473385,0.9510412512020368,1.2060209035750598,,,145675
2,391,,136.0,236.0,19.0,,,8315.952521999832,,2176.922886000015,5425.304511297494,2829.1267939996906,,,,2.463358644299187,0.5230212866823334,1.272150098585245,,,1461
3,133,,21.0,84.0,28.0,,,8274.15161699988,,1885.9776884349994,5206.4698859998025,2870.0039470000193,,,,2.600545228591059,1.132399359849873,1.374215314774989,,,146233
4,155,,26.0,16.0,31.0,82.0,,10183.108636999968,,1885.988799000159,4999.154739739373,2551.957649999764,6937.987654000055,,,2.3640334782791728,1.1988816456034952,1.2442101625380166,4.94913596536435,,149661
5,23,,,12.0,11.0,,,6465.313839999959,,,5130.040355999954,1059.0808680001646,,,,,1.115278742226137,1.483132272797351,,,149724
6,20,,,9.0,11.0,,,6249.945566999726,,,5104.978912000079,977.255324000027,,,,,1.261248512449566,1.4126952998530737,,,150437
7,151,,31.0,98.0,22.0,,,8047.011058541015,,703.0644700000994,5218.899796540849,2577.985694000032,,,,1.6840918458159835,0.9623303113420271,1.1568238929883774,,,151288
8,44,,,14.0,,30.0,,9564.802397999913,,,3422.627863999922,,4453.773170999717,,,,1.5363457482253071,,6.899756163124283,,152391
9,34,,,16.0,18.0,,,8142.708653999958,,,5269.79943000013,2620.735959999729,,,,,1.4288370263841692,2.161254695004831,,,15335
10,25,,,9.0,16.0,,,7156.560467000119,,,4779.965189999901,2208.9328350001015,,,,,1.2773918487049072,1.9789530394160546,,,153458
11,35,,,18.0,17.0,,,8101.775688000023,,,5219.72009800002,2634.8248260002583,,,,,1.1612248988225224,1.640564936913331,,,153557
12,190,,,159.0,31.0,,,8098.843482721131,,,5408.12910772115,2648.8137380001135,,,,,0.5740707714724751,1.295603045373169,,,154088
13,98,,,80.0,18.0,,,8342.038329999894,,,5380.079757723026,2796.2388079999946,,,,,1.1209082672183848,2.0605896183798724,,,154363
14,50,,,50.0,,,,5203.721266000066,,,5203.721266000066,,,,,,1.1607047479462138,,,,155712
15,119,,78.0,41.0,,,,2831.9967001336627,,1831.9687861334532,2798.2499236953445,,,,,3.0836488502916675,1.5953912737775806,,,,155358
16,80,,,51.0,29.0,,,8141.753508999944,,,5205.875475999899,2650.687268999871,,,,,0.9748110714149587,1.407622609969048,,,18143
17,324,,155.0,137.0,,32.0,,6756.7261670003645,,1913.8092320002615,4533.732744245324,,3451.6496270000935,,,1.9695282901364142,0.6954711923514989,,4.387163333931715,,69830
18,24,,,24.0,,,,838.8125249999575,,,838.8125249999575,,,,,,0.967105457730477,,,,0748-01711-1
19,28,,,10.0,18.0,,,7875.3519009999,,,5100.03341699997,2463.2847099998035,,,,,0.9904413643964696,1.1736018826037113,,,10002
20,97,,27.0,47.0,23.0,,,8227.606459999923,,1525.9227579999715,5277.657050000038,2598.880497999955,,,,3.472385145204659,1.4186510854101178,1.3982508296512035,,,100180
21,33,,,33.0,,,,4786.08919261815,,,4786.08919261815,,,,,,1.640722647998573,,,,10008
22,65,,,49.0,16.0,,,8176.764206999913,,,5197.539101524744,2598.88218700001,,,,,1.2317034341229216,1.2754948781496211,,,100623
23,37,,,14.0,23.0,,,8070.863746999763,,,5162.867589000147,2555.931793999858,,,,,1.719581492013857,1.5643943688868467,,,101259
24,42,,,20.0,22.0,,,7889.2998319999315,,,5112.000283000059,2372.3083569998853,,,,,1.1460383477662928,1.292744347469914,,,10145
25,191,,89.0,13.0,,89.0,,11252.105322000105,,1627.768601000309,2874.894867999945,,8243.174490195233,,,2.23889220767583,1.1576100617561182,,4.554490470393648,,101501
26,32,,,32.0,,,,4785.8751960000955,,,4785.8751960000955,,,,,,1.2250120937309688,,,,102195
27,59,,16.0,12.0,,31.0,,6909.044646000024,,1523.9776440002024,4149.847705529537,,3659.044077650178,,,4.175305162968042,1.7953594975278255,,7.05040944230853,,103095
28,79,,,60.0,19.0,,,8133.778894999996,,,5197.965333592612,2555.906805999577,,,,,0.9045387116243973,1.6545419634545901,,,103932
29,63,,,43.0,20.0,,,8029.010317000095,,,5090.188684999943,2691.6315279998817,,,,,1.234782697014193,1.3150064894837439,,,104067
30,133,,55.0,53.0,,25.0,,6574.931712000165,,1978.8221443085931,4530.827932972461,,3188.19806100009,,,2.0903283842805642,1.0991475737794212,,3.876264717030196,,104304
31,34,,,11.0,23.0,,,8029.002367000096,,,5093.028721000068,2581.131424000021,,,,,1.3508305927104558,1.3560723567679644,,,104556
32,353,,144.0,80.0,65.0,64.0,,11634.902624861337,,2099.889186861459,5251.812876999844,2741.7537237587385,8067.97130399989,,,1.999988231839334,0.8679029244307134,2.384681380422355,5.1226380347119225,,10476
33,21,,,10.0,11.0,,,6939.023267999757,,,5121.952469999902,1523.9269089996815,,,,,1.9747252668246886,2.990657190996735,,,104800
34,33,,,9.0,24.0,,,8189.640641999897,,,5281.658790000249,2555.8992240000516,,,,,1.1353719190143823,1.630789467684904,,,105113
35,92,,,74.0,18.0,,,6754.686527999584,,,3818.7106479997747,2581.1246879999526,,,,,0.9058889318351296,1.4367342345978313,,,105631
36,25,,,9.0,16.0,,,8029.935194999911,,,5091.122092999984,2555.906886000186,,,,,1.2531186395356566,1.2339843878516563,,,106116
37,26,,,9.0,17.0,,,7840.651496999897,,,4902.764239999931,2554.988136,,,,,1.0309931211269507,1.1971648031657205,,,106156
38,103,,23.0,80.0,,,,933.7823311891407,,169.6058562565595,933.7823311891407,,,,,6.122677692721408,2.452524297382028,,,,106315
39,83,,,26.0,57.0,,,8356.984945999924,,,5484.092538999859,2650.709768000059,,,,,1.1387498975114458,1.365613501923694,,,10697
40,700,,235.0,253.0,87.0,125.0,,9001.095766139217,,2165.9847153169103,5294.613705721218,1452.9969692411833,2158.942708386574,,,1.4567120200681052,0.6722571843280865,1.096490367550577,3.9074261451351284,,10700
41,92,,,65.0,27.0,,,7126.705505000427,,,5281.670436000451,1492.9644790003076,,,,,1.1426010705728404,1.4726627386802964,,,107148
42,89,,54.0,19.0,,16.0,,7246.125430418178,,1801.2593604181893,5097.8891631718725,,995.1806784658693,,,2.195112245662264,0.9840242548855703,,5.36434073699454,,10780
43,26,,,26.0,,,,5111.994247999974,,,5111.994247999974,,,,,,1.5498145711368192,,,,10790
44,32,,,32.0,,,,1684.3357420000248,,,1684.3357420000248,,,,,,2.7365547848212,,,,10853
45,94,,,49.0,45.0,,,7219.128655000124,,,5158.900425999891,1855.993623000104,,,,,1.139100300913604,1.6882046757545655,,,108874
46,157,,60.0,85.0,12.0,,,7008.746216000058,,1494.8810720001347,5160.810972337145,1495.0005320003256,,,,2.562477055937837,1.2246931517780926,1.8110656951035775,,,109358
47,133,,56.0,52.0,25.0,,,8169.636208000127,,1109.9818449998274,5391.985710000154,2733.7333340002224,,,,2.1524134376725685,1.0027466732082075,1.367824091134703,,,110315
48,22,,,22.0,,,,1721.1741289999336,,,1721.1741289999336,,,,,,1.3265836048853288,,,,110463
49,64,,,10.0,54.0,,,7694.941221999936,,,5193.887147999834,2357.699769000057,,,,,0.8692664990442793,1.1334842622734236,,,110537
50,203,,133.0,70.0,,,,5128.918832999654,,1976.8318059998564,5128.918832999654,,,,,1.4151498797935191,1.5239573873949004,,,,110897
51,76,,,50.0,26.0,,,8105.7177539998665,,,5170.743088999763,2732.679698999971,,,,,1.1503806663010785,1.1949999236284174,,,111031
52,48,,36.0,12.0,,,,5036.887767999899,,1980.6639469997026,4034.9139789999463,,,,,2.5045766150166013,1.1887289834128776,,,,111395
53,31,,,10.0,21.0,,,8045.94073099969,,,5107.982663999777,2608.79803299997,,,,,1.3027430892500098,1.5574043285944368,,,111515
54,48,,,36.0,12.0,,,6532.095408000052,,,4713.085326999892,1463.9744330001995,,,,,1.0275359504613502,1.3455359633699322,,,111631
55,32,,,16.0,16.0,,,7654.007158000022,,,5090.998709000181,2206.1208329997025,,,,,1.1578315992363377,1.362317873817943,,,112257
56,27,,,27.0,,,,1720.1961340000853,,,1720.1961340000853,,,,,,1.3937070910176124,,,,112914
57,60,,,10.0,50.0,,,8045.936077000108,,,5029.077718553133,2608.7953820000403,,,,,1.1727396632277882,1.319339151568524,,,114174
58,41,,,41.0,,,,4404.929176071659,,,4404.929176071659,,,,,,1.1925463012917321,,,,114613
59,54,,,14.0,40.0,,,8096.925979999825,,,5134.98567900015,2555.032765999902,,,,,1.390621509548901,1.591533975627097,,,114729
60,55,,,22.0,,33.0,,10714.773304000031,,,2038.584114999976,,6900.079318000004,,,,1.6682792864024512,,14.704478258816565,,114762
61,132,,,82.0,50.0,,,7667.947467000224,,,5412.0011590002105,2211.9940160000697,,,,,1.0692664517365773,1.3182079553469515,,,114783
62,73,,40.0,13.0,20.0,,,8188.652894000057,,1590.6764369998127,5226.718044999987,2582.9128819997422,,,,2.1415498737750225,1.09237576200644,1.2222130236041444,,,114946
63,336,,76.0,150.0,,110.0,,10277.016625354066,,1628.6456400002353,5282.722798319068,,6937.772601739038,,,1.8810056537435358,0.6018337525972077,,4.953118675209856,,115617
64,27,,,27.0,,,,5281.641827000305,,,5281.641827000305,,,,,,2.252529061339039,,,,116321
65,64,,,44.0,20.0,,,8188.596686000004,,,5253.670471761841,2610.8964929999784,,,,,1.1344985845639548,1.3498239896603357,,,116442
66,101,,,75.0,26.0,,,8188.591605999973,,,5412.007947999984,2733.6732639996335,,,,,1.0511004805792312,1.4988658999724649,,,116443
67,28,,,28.0,,,,4942.339902000036,,,4942.339902000036,,,,,,1.4910263197276223,,,,116956
68,312,,129.0,66.0,,117.0,,11437.77863364201,,1640.6652290001512,4698.837782591581,,8117.842988830991,,,0.9323718195593385,1.17081504591627,,4.836079217341807,,117176
69,54,,,12.0,42.0,,,8069.967975999694,,,5108.040372000076,2733.65967600001,,,,,1.0931483673819675,1.4889473365964339,,,117207
70,35,,,20.0,15.0,,,7311.003940999974,,,5054.035804999992,2062.2712610000744,,,,,1.2152059535635795,1.2442483641129485,,,117936
71,30,,,30.0,,,,3332.885611000005,,,3332.885611000005,,,,,,1.4017663258324542,,,,118096
72,35,,,35.0,,,,1768.1843750001863,,,1768.1843750001863,,,,,,1.2918024612535475,,,,119802
73,45,,,27.0,18.0,,,7987.030710999854,,,5292.283095999621,2525.942476000171,,,,,1.012487527378814,1.3889569980232965,,,119850
74,151,,,34.0,,117.0,,11720.94647799991,,,1796.0053940000944,,8243.38844426535,,,,3.2669392786304003,,14.298868237459407,,120136
75,56,,,38.0,18.0,,,8086.832341999747,,,5233.78766599996,2528.037974999752,,,,,1.0528043286850828,1.2560193229081906,,,120467
76,368,,114.0,228.0,26.0,,,8072.965915042441,,1908.8508549998514,5251.987466535065,2598.9247109997086,,,,1.8351698572235402,0.5735525653327014,1.2709008333186322,,,12051
77,268,,150.0,97.0,21.0,,,7086.707780982368,,1988.7036779290065,5271.4249305357225,1615.7159019997343,,,,0.9179740725820285,0.7887505321893706,1.329863699643168,,,122064
78,113,,38.0,59.0,16.0,,,8086.700554000214,,526.7355128261261,5231.7145010000095,2525.9351850003004,,,,2.606901816088544,0.9107156253382502,1.6467607790876566,,,122120
79,57,,,46.0,11.0,,,7098.385005000047,,,5268.336312999949,1661.2206600001082,,,,,1.0686113627813834,2.326706942850173,,,122303
80,52,,,12.0,13.0,27.0,,7784.8096160003915,,,5190.7985000000335,1870.9185189995915,4034.038940000348,,,,1.5324452815491303,1.934422570132725,9.779896005782637,,122652
81,31,,,12.0,19.0,,,8333.045369000174,,,5217.750345999841,2788.085926000029,,,,,1.1692060408685658,1.7546788305540906,,,124106
82,68,,,53.0,,15.0,,7656.012372999918,,,5261.569362999871,,1827.0749631025828,,,,1.3584933282698521,,6.567655038331053,,124292
83,39,,,32.0,,7.0,,6986.923522999976,,,5190.775913000107,,1204.8352273665369,,,,1.2229227513063599,,5.549641185766116,,124642
84,52,,,16.0,36.0,,,8232.426409734879,,,5270.361557000317,2920.154933734797,,,,,0.9704341691164753,1.2547590440587628,,,125184
85,60,,,40.0,20.0,,,8384.980241999961,,,5419.957533999812,2796.1985760000534,,,,,1.1438873689542266,1.370504250133644,,,125455
86,325,,153.0,71.0,43.0,58.0,,11702.938596999738,,2002.7324719997123,5419.953480999917,2796.195868000388,7591.167719999794,,,1.2738637383490081,1.332939264451364,1.4141738909957975,5.695694602307224,,126053
87,251,,94.0,49.0,55.0,53.0,,7850.393732000142,,2142.112296999898,5251.810209999792,2025.2883449997753,4283.362667000387,,,2.0463041891673317,1.109681147211791,1.3705012651874777,5.704497763639217,,12661
88,95,,,65.0,30.0,,,7460.610166999977,,,5235.609738999978,1979.7056719996035,,,,,1.236905171431213,1.4187054074974568,,,126614
89,273,,125.0,118.0,,30.0,,7816.817158279475,,1621.7929579997435,4714.124790372327,,3716.917779999785,,,1.89665794790289,0.6803590132776579,,4.857506663252192,,127334
90,29,,,29.0,,,,5222.488888033666,,,5222.488888033666,,,,,,1.214529280948851,,,,128165
91,126,,,60.0,66.0,,,7668.000710999593,,,5413.068974999711,2213.0172339999117,,,,,1.0765822760500185,1.5966397548074858,,,128311
92,224,,67.0,50.0,17.0,90.0,,7527.135600999929,,2165.029591999948,5251.814121000003,1761.0391440000385,4046.0583928264678,,,2.561093631061787,1.2607774347622303,1.5218311519370602,6.538288928191747,,12846
93,26,,,26.0,,,,5067.019987999927,,,5067.019987999927,,,,,,1.1948450380240057,,,,130004
94,43,,,28.0,15.0,,,8233.35624000011,,,5083.014365000185,2904.0205680001527,,,,,1.2577338956407562,1.7672693128068546,,,130307
95,29,,,18.0,11.0,,,6777.399017000105,,,5107.051967999898,1398.0843170001172,,,,,1.2127163013137934,1.3839608288941763,,,130322
96,126,,,76.0,50.0,,,7984.066560000181,,,5113.069928000215,2620.741528000217,,,,,3.076463166821199,1.3053521328459299,,,13043
97,62,,,47.0,15.0,,,8071.80025199987,,,5192.78344395943,2607.7753699999303,,,,,1.0482291016816623,1.4668827311558663,,,130992
98,218,,155.0,19.0,,44.0,,11705.165192942135,,2035.7463257904164,3379.8971690000035,,6521.383572215214,,,1.2267110871187634,1.6156348529273121,,7.87250288067529,,131156
99,140,,68.0,46.0,26.0,,,8102.7746696705,,1177.9482970000245,5410.058210670482,2650.73032400012,,,,2.4214227493435243,1.1105537597155841,1.3401296169586105,,,132142
100,21,,,11.0,10.0,,,6438.319987999741,,,5107.045115000103,1059.03988499986,,,,,1.4689349688788897,1.5403385048439788,,,132505
101,191,,24.0,145.0,22.0,,,7924.212348337285,,92.89503799984232,5147.000716337003,2463.123252999969,,,,1.7094928486732,0.6127202251094241,1.2217412736141189,,,1326
102,106,,,50.0,56.0,,,8067.965055000037,,,4918.6921260003,2877.0935539999045,,,,,1.0951794998979572,1.237548804578514,,,134987
103,26,,,26.0,,,,4382.065478667151,,,4382.065478667151,,,,,,0.8781383076656417,,,,136352
104,68,,,29.0,39.0,,,7644.9940870003775,,,5390.078693000134,2197.0301620000973,,,,,0.7650543958209243,1.2835537847020597,,,136442
105,134,,,94.0,40.0,,,8369.962396999821,,,5408.028171999846,2920.0150000001304,,,,,1.0232264989170945,1.3237776425325765,,,136713
106,38,,,15.0,23.0,,,7816.652288999874,,,5253.634430000093,2332.7060770001262,,,,,1.4283617726373952,1.505892625502601,,,136925
107,42,,,27.0,15.0,,,8352.003366000019,,,5389.035054999869,2769.2575810002163,,,,,1.1768630455451428,1.2276156925270945,,,137778
108,22,,,22.0,,,,157.7695569996722,,,157.7695569996722,,,,,,3.4279149226673074,,,,13871
109,62,,,45.0,17.0,,,7653.9740780000575,,,5251.781520000193,2151.909860999789,,,,,1.1642806865066275,1.4426877174655837,,,13931
110,422,,267.0,127.0,28.0,,,8102.597927423194,,1272.2947210003622,5409.877903423272,2650.776794000063,,,,0.7904005517704047,0.8816934687099283,1.273070493188992,,,139323
111,37,,,20.0,17.0,,,7166.583262000233,,,4966.585820000153,1952.7962730000727,,,,,1.2722306232728635,1.380556644266065,,,139477
112,27,,,9.0,18.0,,,6204.980963999871,,,5100.053857999854,1062.981169000268,,,,,0.8466679249358333,1.4942161821144366,,,13997
113,547,,251.0,127.0,7.0,162.0,,11634.978631397244,,2219.0076939342543,5258.627742046025,5.77100700000301,8265.213343072683,,,0.9715573684007539,0.7093546338522319,1.264995836055574,4.7580773208105995,,141004
114,29,,,29.0,,,,5081.983639148064,,,5081.983639148064,,,,,,1.4388750966663417,,,,141272
115,169,,,169.0,,,,5221.647312522866,,,5221.647312522866,,,,,,0.7571723521784096,,,,141399
116,21,,,9.0,12.0,,,7276.069864000194,,,5070.133267000318,1813.0391319999471,,,,,1.6042337379675653,2.0643180758780098,,,142229
117,49,,33.0,16.0,,,,4653.917095373385,,1924.8128610001877,4367.943190373015,,,,,3.0098814227476254,1.6524830511373447,,,,142267
118,486,,204.0,222.0,8.0,52.0,,8104.051850897726,,2162.1450888440013,4719.004511548672,7.9355210000649095,4749.078666107729,,,2.3445165806813133,0.7930940261536966,1.0963747878055898,4.673166351147511,,143761
119,307,,145.0,138.0,24.0,,,8166.728577319067,,1925.7438309998251,5293.572593318764,2623.798785000108,,,,2.352101253031216,0.766264617539819,1.4227473598747418,,,14412
120,202,,116.0,68.0,18.0,,,8102.748794012237,,1868.074595999904,5410.039243227337,2633.863309999928,,,,1.2738503480285543,1.1919916858781616,1.6936916317776165,,,144579
121,38,,,19.0,19.0,,,7754.832688999828,,,5062.108626999892,2525.00053199986,,,,,1.1851486824300173,1.3279949315684165,,,144585
122,89,,,45.0,44.0,,,7954.114951999858,,,5132.937486999668,2589.8851040001027,,,,,0.99289412512755,1.2348295364143362,,,145934
123,48,,,40.0,,8.0,,7050.831071000081,,,5252.649038000032,,841.7841799999587,,,,1.0451598063669834,,6.343997268773605,,148467
124,80,,,49.0,,31.0,,7627.072770000435,,,4705.936817534268,,4042.982404000126,,,,1.1595777386057766,,5.20559573393006,,149806
125,85,,,46.0,39.0,,,8102.650375153869,,,5409.970965154003,2649.6603939998895,,,,,0.9760496513360598,1.2391347041067589,,,151541
126,33,,,21.0,12.0,,,6459.214748295955,,,5219.787676296197,990.1532179997303,,,,,1.2036827036530728,1.7064403478025207,,,153525
127,141,,,116.0,25.0,,,8101.773086000234,,,5220.7936675162055,2648.7091550002806,,,,,1.1589630787061194,1.5659808778620645,,,154345
128,31,,,12.0,19.0,,,7264.080513999797,,,5007.285004999954,2169.9603349999525,,,,,1.1808466545834444,1.4000563954181686,,,156026
129,76,,,74.0,2.0,,,5812.868052999955,,,5407.002045999747,241.15993000008166,,,,,0.9941500519894761,1.193048747188733,,,156279
130,313,,93.0,220.0,,,,5197.77364148479,,2001.67136048479,5169.942526000086,,,,,2.342424813382966,0.6821895965322577,,,,156668
131,64,,,64.0,,,,3689.860840000212,,,3689.860840000212,,,,,,1.3548247635697601,,,,156846
132,79,,,67.0,12.0,,,6459.127627000213,,,5217.80695600016,990.1446759998798,,,,,0.8837012134946607,1.8294543863987611,,,156985
133,20,,,10.0,10.0,,,6169.040457999799,,,5024.038304999936,977.2785179996863,,,,,1.1928495614494659,1.3232787718119017,,,157172
134,291,,126.0,57.0,7.0,101.0,,11691.040727999993,,1706.1269330000505,5220.824126527179,5.8471530000679195,8271.206162029412,,,2.022483611911996,1.3206209428247841,1.317741710241306,5.788878919032131,,157214
135,36,,,21.0,15.0,,,8098.83299899986,,,5406.074167999905,2605.9310299996287,,,,,1.2212851901149748,1.9115038762798833,,,157338
136,230,,139.0,74.0,17.0,,,7633.025557606015,,1915.982365605887,5157.818881999701,2117.063229000196,,,,2.1988441439703403,0.7633084413094209,1.3183109995241349,,,157347
137,231,,185.0,46.0,,,,5252.615935556125,,2094.0317900003865,5220.769124555867,,,,,1.089715413022935,1.027205370422408,,,,158633
138,48,,,48.0,,,,5219.036922583822,,,5219.036922583822,,,,,,1.4372924882828166,,,,159062
139,109,,7.0,82.0,20.0,,,8101.79169067787,,163.73724899999797,5218.827086627483,2649.7496989998035,,,,2.0697367839934193,1.2255771794697665,1.4115089331621844,,,159222
140,26,,,26.0,,,,3406.7872132924385,,,3406.7872132924385,,,,,,0.7698035132869104,,,,159868
141,99,,,32.0,67.0,,,8124.857065000106,,,5252.779901000205,2650.770775000099,,,,,1.081534871003468,1.214786154555853,,,16141
142,318,,162.0,81.0,,75.0,,11634.088411663659,,2091.972807663493,4514.6360697611235,,8152.857549999841,,,1.886533268367212,1.1712460118319665,,5.125131309369878,,16160
143,430,,180.0,77.0,12.0,161.0,,11617.445396719035,,2084.448854718823,4721.145115789957,808.7816669996828,8004.981359119527,,,0.6092315241994133,0.9038299009393203,1.1890012128264233,4.542639256486452,,161797
144,29,,,11.0,18.0,,,6230.003736000042,,,5126.023736000061,855.7233799998648,,,,,1.029006293988042,1.575899208165622,,,16275
145,81,,,11.0,42.0,28.0,,6586.145558000077,,,4353.204417999834,2127.026725000236,3644.051707000006,,,,0.7300682235336814,1.2883538674881148,5.133000158335372,,163153
146,81,,,28.0,53.0,,,6960.853205999825,,,3805.63074099971,2919.9265970000997,,,,,0.8762680861219236,1.139453622145146,,,163489
147,24,,,12.0,12.0,,,8047.957913999911,,,5269.752139000222,2436.142928000074,,,,,1.6790855230218487,1.765548460646612,,,16397
148,40,,,25.0,15.0,,,7692.807270015124,,,5169.867385015357,2223.894988999702,,,,,1.2542469434432146,1.3747728134617017,,,164595
149,439,,245.0,143.0,51.0,,,8406.888459816575,,1859.8577368166298,5441.082960610278,2919.855624999851,,,,1.057363350293029,0.6502775727396857,1.2345187513898,,,164922
150,142,,,115.0,27.0,,,7789.742461999878,,,5152.986004000064,2470.0983099997975,,,,,1.185259369730178,1.5362500250666407,,,165222
151,30,,,30.0,,,,4863.725488000084,,,4863.725488000084,,,,,,1.8144253670556507,,,,165401
152,102,,25.0,35.0,,42.0,,11688.135001000017,,1828.9565159999765,4721.864626931027,,6998.948272000067,,,3.168750257928644,1.37815800878816,,7.7541691076848585,,166
153,349,,125.0,65.0,7.0,152.0,,11690.03215418011,,2005.2385816369206,5410.109019629657,5.872245999984443,8156.718929999974,,,0.9452892107136732,1.159611240446653,1.101442485707758,3.3572333976692885,,166620
154,50,,,20.0,,30.0,,5467.119628043845,,,3392.811644728761,,1426.0132050649263,,,,1.3618872828322985,,3.9369296804567684,,167042
155,21,,,10.0,11.0,,,6561.15861100005,,,5074.308576000389,1117.0298270001076,,,,,2.3606286612362792,2.807072822248087,,,167215
156,380,,248.0,95.0,,37.0,,7678.024265418295,,2086.2099264184944,4716.984724786598,,3693.002510999795,,,1.2193281066560906,1.2353853337194738,,5.47891553354772,,168009
157,289,,147.0,44.0,98.0,,,8404.827172999736,,2176.9427889999934,5060.977870000061,2918.940752999857,,,,2.648130047602433,1.2091449871138986,1.2309423637935264,,,168443
158,341,,157.0,27.0,55.0,102.0,,11617.321408519056,,1900.0833205194212,718.0050165839493,6172.104662024882,8066.82938599959,,,0.6418965704715462,2.5415611168121415,3.870234286069539,3.109299855010078,,168723
159,31,,,17.0,14.0,,,6890.261446999852,,,5405.279872999992,1398.1725689996965,,,,,1.1936122751591973,1.6830579263714314,,,168746
160,59,,,48.0,11.0,,,6607.924844000023,,,5122.94579300005,1398.1573489997536,,,,,1.481609076454214,2.093883970592897,,,169830
161,44,,,20.0,24.0,,,6634.98658800032,,,4791.962189999875,1475.929444000125,,,,,1.0844027320058651,1.531999794323679,,,170469
162,70,,,45.0,25.0,,,8370.209269999992,,,5095.157835000195,2905.9853819999844,,,,,1.0333881013147088,1.4425905865920683,,,170493
163,74,,,16.0,28.0,30.0,,9190.948086000048,,,5151.9880160000175,2877.1097450000234,5914.810532999691,,,,1.1394129134132558,1.5972034074558126,5.4869489726695955,,170657
164,38,,,12.0,26.0,,,8142.662221000064,,,5268.754061000422,2650.696724999696,,,,,1.0665478612875083,1.4127121052194211,,,17190
165,23,,,13.0,10.0,,,6940.157399999909,,,5406.280039000325,1448.0499189998955,,,,,1.3461922715259809,1.4159184204587576,,,171918
166,108,,24.0,52.0,32.0,,,8274.126116000116,,1780.0587189998478,5158.7771273548715,2870.0961220003664,,,,2.4623880359021624,1.3241121057180192,1.295171222890609,,,172051
167,56,,,56.0,,,,5205.951315000188,,,5205.951315000188,,,,,,1.0454017635439272,,,,17230
168,42,,,25.0,17.0,,,7834.63295800006,,,4834.685007000342,2631.95944399992,,,,,1.1473677321290219,1.384566046424495,,,173701
169,53,,,31.0,22.0,,,7781.659827999771,,,4833.903367486782,2577.827442999929,,,,,0.9843006738474261,1.6386354017507894,,,173739
170,51,,,31.0,20.0,,,7781.6544800000265,,,4833.773196022958,2577.8126389998943,,,,,1.1429627963825424,1.8214474923020045,,,173740
171,57,26.0,,31.0,,,,12893.209169000387,5591.764000000432,,4786.075209442526,,,,320.0,,1.4961875221332932,,,,17382
172,42,,,29.0,,13.0,,7229.464740999974,,,5344.397581000347,,3306.08516899962,,,,1.2691917485215585,,5.011909292689703,,174080
173,105,,,83.0,22.0,,,8097.804558999836,,,5094.808585960884,2632.89674700005,,,,,1.365477126253367,1.6907428937758349,,,176377
174,28,,,12.0,16.0,,,7857.394660999998,,,5424.171720999759,2119.154468000401,,,,,1.4008493810598592,1.4222353278485946,,,1832
175,54,,,20.0,,34.0,,5905.999264999758,,,463.9675059998408,,3717.8139700000174,,,,1.4238829221806781,,7.742117348688139,,177153
